Gene stable ID,Gene start (bp),Gene end (bp),Gene name
ENSG00000018280,218382029,218396894,SLC11A1
ENSG00000138095,43886224,43995989,LRPPRC
ENSG00000115649,219171897,219178106,CNPPD1
ENSG00000144331,179441982,179861612,ZNF385B
ENSG00000138085,27212027,27217178,ATRAID
ENSG00000144567,219176225,219185475,RETREG2
ENSG00000138074,27199587,27212958,SLC5A6
ENSG00000068654,86020216,86106155,POLR1A
ENSG00000172985,109129348,109504632,SH3RF3
ENSG00000075884,143091362,143768352,ARHGAP15
ENSG00000163249,207711540,207761839,CCNYL1
ENSG00000240344,200870907,200889303,PPIL3
ENSG00000075426,28392448,28417317,FOSL2
ENSG00000115109,120013077,120179119,EPB41L5
ENSG00000170500,100273291,100322733,LONRF2
ENSG00000013441,200853009,200864744,CLK1
ENSG00000138079,44275458,44321494,SLC3A1
ENSG00000115053,231453531,231483641,NCL
ENSG00000186522,109542799,109614143,SEPT10
ENSG00000138032,44167969,44244384,PPM1B
ENSG00000138078,44316281,44361862,PREPL
ENSG00000021574,32063547,32157637,SPAST
ENSG00000138434,181891730,181930738,ITPRID2
ENSG00000151690,190408355,190509205,MFSD6
ENSG00000115041,95297327,95386077,KCNIP3
ENSG00000189362,190504338,190534722,NEMP2
ENSG00000125611,112584240,112589275,CHCHD5
ENSG00000003402,201116154,201176687,CFLAR
ENSG00000214595,54723499,54972025,EML6
ENSG00000285542,44168851,44320310,AC013717.1
ENSG00000134318,11179759,11348330,ROCK2
ENSG00000121964,143938068,144332568,GTDC1
ENSG00000163510,179944876,180007297,CWC22
ENSG00000115718,127418427,127429246,PROC
ENSG00000275052,55547292,55618880,PPP4R3B
ENSG00000163803,28457145,28644142,PLB1
ENSG00000178568,211375717,212538841,ERBB4
ENSG00000226479,120217479,120223400,TMEM185B
ENSG00000198142,109614364,109618990,SOWAHC
ENSG00000077380,171687409,171748420,DYNC1I2
ENSG00000163251,207762598,207769906,FZD5
ENSG00000115042,95402708,95416616,FAHD2A
ENSG00000144118,120240064,120294710,RALB
ENSG00000138386,190646746,190692766,NAB1
ENSG00000168758,96859718,96870757,SEMA4C
ENSG00000144579,218398256,218405941,CTDSP1
ENSG00000163083,120346136,120351803,INHBB
ENSG00000115947,147930397,148021604,ORC4
ENSG00000158552,219195237,219209651,ZFAND2B
ENSG00000144010,95476967,95484731,TRIM43B
ENSG00000169016,11444375,11466177,E2F6
ENSG00000121989,147844517,147930826,ACVR2A
ENSG00000115816,37201612,37231596,CEBPZ
ENSG00000163166,127436207,127526886,IWS1
ENSG00000138068,37167820,37196598,SULT6B1
ENSG00000204406,148021011,148516971,MBD5
ENSG00000218739,37196488,37216193,CEBPZOS
ENSG00000132300,86106223,86142157,PTCD3
ENSG00000115415,190964358,191020960,STAT1
ENSG00000168754,96875882,96986580,FAM178B
ENSG00000144015,95592018,95599778,TRIM43
ENSG00000064012,201233443,201287711,CASP8
ENSG00000115419,190880827,190965552,GLS
ENSG00000030419,212999691,213152427,IKZF2
ENSG00000115310,54972187,55112621,RTN4
ENSG00000015568,109792758,109857705,RGPD5
ENSG00000243910,219253243,219272188,TUBA4B
ENSG00000163516,219229757,219236669,ANKZF1
ENSG00000204334,170783786,170798971,ERICH2
ENSG00000150722,181954241,182131398,PPP1R1C
ENSG00000144036,72175984,72826041,EXOC6B
ENSG00000204335,170715351,170718078,SP5
ENSG00000128683,170813213,170861151,GAD1
ENSG00000178385,207821288,208025527,PLEKHM3
ENSG00000054219,159803355,159904756,LY75
ENSG00000115145,152116801,152175763,STAM2
ENSG00000127824,219249710,219278170,TUBA4A
ENSG00000248672,159771851,159904710,LY75-CD302
ENSG00000115661,219245455,219250337,STK16
ENSG00000223658,43675151,43676429,C1GALT1C1L
ENSG00000152527,43637260,43767987,PLEKHH2
ENSG00000136536,159712457,159771027,MARCH7
ENSG00000163521,219236598,219245478,GLB1L
ENSG00000241399,159768628,159798255,CD302
ENSG00000115526,100391860,100417668,CHST10
ENSG00000118231,208121607,208124524,CRYGD
ENSG00000163254,208128137,208129828,CRYGC
ENSG00000182187,208142573,208146158,CRYGB
ENSG00000171596,231523187,231530445,NMUR1
ENSG00000116001,70209444,70248660,TIA1
ENSG00000168582,208160740,208163576,CRYGA
ENSG00000177673,231592901,231594283,TEX44
ENSG00000196208,11482341,11642788,GREB1
ENSG00000187514,231706895,231713541,PTMA
ENSG00000170035,180967248,181076585,UBE2E3
ENSG00000003509,37231631,37253403,NDUFAF7
ENSG00000204640,100470482,100483280,NMS
ENSG00000115998,70149880,70248615,C2orf42
ENSG00000074047,120735623,120992653,GLI2
ENSG00000115825,37250502,37324808,PRKD3
ENSG00000003400,201182881,201229406,CASP10
ENSG00000144199,97083583,97094882,FAHD2B
ENSG00000188674,208165343,208190030,C2orf80
ENSG00000152683,32165841,32224379,SLC30A6
ENSG00000116096,72887382,72892158,SPR
ENSG00000169006,11658178,11670195,NTSR2
ENSG00000198925,219219380,219229717,ATG9A
ENSG00000091106,32224453,32265732,NLRC4
ENSG00000115539,100562993,100576739,PDCL3
ENSG00000115525,85837120,85905199,ST3GAL5
ENSG00000135638,72916260,72936071,EMX1
ENSG00000119820,32277904,32316594,YIPF4
ENSG00000284820,219209772,219222738,AC068946.2
ENSG00000115657,219209772,219218994,ABCB6
ENSG00000174501,95836919,95991831,ANKRD36C
ENSG00000138036,43774039,43810010,DYNC2LI1
ENSG00000135976,97113218,97264434,ANKRD36
ENSG00000127831,218419092,218453295,VIL1
ENSG00000115112,121216587,121285202,TFCP2L1
ENSG00000115252,182140036,182523192,PDE1A
ENSG00000135913,218450251,218568351,USP37
ENSG00000169994,127535802,127637729,MYO7B
ENSG00000185404,230327184,230403732,SP140L
ENSG00000157827,152335174,152649826,FMNL2
ENSG00000155749,201288271,201357398,FLACC1
ENSG00000138075,43812560,43838865,ABCG5
ENSG00000143921,43831942,43882988,ABCG8
ENSG00000162994,55172547,55232563,CLHC1
ENSG00000143947,55231903,55235853,RPS27A
ENSG00000115760,32357028,32618899,BIRC6
ENSG00000284337,109898432,109968557,AC013271.1
ENSG00000138413,208236227,208266074,IDH1
ENSG00000256977,109898428,109924868,LIMS3
ENSG00000144136,112645939,112663825,SLC20A1
ENSG00000204634,101007617,101252866,TBC1D8
ENSG00000071082,101002229,101024032,RPL31
ENSG00000143919,44361947,44772592,CAMKMT
ENSG00000077232,182716041,182794464,DNAJC10
ENSG00000170485,100820139,100996829,NPAS2
ENSG00000134324,11677595,11827409,LPIN1
ENSG00000156973,231732433,231786272,PDE6D
ENSG00000144524,231781671,231809254,COPS7B
ENSG00000168393,241675747,241686944,DTYMK
ENSG00000138083,44941702,44946071,SIX3
ENSG00000074054,121337776,121649587,CLASP1
ENSG00000162998,182833275,182866637,FRZB
ENSG00000115828,37342827,37373322,QPCT
ENSG00000144063,110083870,110116566,MALL
ENSG00000153246,159932006,160062615,PLA2R1
ENSG00000169607,112736349,112764664,CKAP2L
ENSG00000144130,112721486,112742879,NT5DC4
ENSG00000170577,45005182,45009452,SIX2
ENSG00000186281,96021946,96039451,GPAT2
ENSG00000144040,72942036,73075619,SFXN5
ENSG00000018699,32628032,32821051,TTC27
ENSG00000155438,121726945,121736911,NIFK
ENSG00000115806,170928464,170967130,GORASP2
ENSG00000135631,73073382,73156721,RAB11FIP5
ENSG00000168395,241687085,241729478,ING5
ENSG00000115970,43230836,43596046,THADA
ENSG00000079263,230203110,230313215,SP140
ENSG00000171227,119429901,119438504,TMEM37
ENSG00000162882,42767089,42792593,HAAO
ENSG00000135899,230167293,230225729,SP110
ENSG00000123636,159318979,159616569,BAZ2B
ENSG00000214711,31173056,31233858,CAPN14
ENSG00000080293,119439843,119525301,SCTR
ENSG00000115946,68157888,68176238,PNO1
ENSG00000163599,203867771,203873965,CTLA4
ENSG00000221823,68178857,68256237,PPP3R1
ENSG00000243667,68122936,68157549,WDR92
ENSG00000273398,68131238,68261230,AC017083.3
ENSG00000176887,5692384,5701385,SOX11
ENSG00000013016,31234152,31269451,EHD3
ENSG00000169967,127298730,127388465,MAP3K2
ENSG00000163600,203936748,203961577,ICOS
ENSG00000119771,23385179,23708611,KLHL29
ENSG00000114988,96705929,96740064,LMAN2L
ENSG00000158125,31334321,31414742,XDH
ENSG00000138028,27098889,27119128,CGREF1
ENSG00000169756,108534355,108687246,LIMS1
ENSG00000138030,27086747,27100762,KHK
ENSG00000138073,27130756,27134666,PREB
ENSG00000143994,27123789,27130812,ABHD1
ENSG00000196604,130074030,130129222,POTEF
ENSG00000277893,31522480,31580938,SRD5A2
ENSG00000168878,85657314,85668741,SFTPB
ENSG00000152076,130139287,130145134,CCDC74B
ENSG00000153201,108719482,108785809,RANBP2
ENSG00000158158,96760902,96811874,CNNM4
ENSG00000119778,23748664,23927123,ATAD2B
ENSG00000204311,178451346,178461409,PJVK
ENSG00000119865,68284171,68320051,CNRIP1
ENSG00000180228,178431414,178451512,PRKRA
ENSG00000144357,169827458,170084131,UBR3
ENSG00000115421,60756253,60802086,PAPOLG
ENSG00000151694,9488486,9556732,ADAM17
ENSG00000163075,119544432,119662251,CFAP221
ENSG00000169629,112370092,112434488,RGPD8
ENSG00000158019,27889941,28338901,BABAM2
ENSG00000088179,119759922,119984899,PTPN4
ENSG00000115919,142877657,143055833,KYNU
ENSG00000134330,9473658,9496543,IAH1
ENSG00000163126,96824526,96857934,ANKRD23
ENSG00000213337,96836611,96858016,ANKRD39
ENSG00000168763,96816245,96835382,CNNM3
ENSG00000176720,241551424,241574131,BOK
ENSG00000178662,165469647,165689407,CSRNP3
ENSG00000243147,27771717,27988087,MRPL33
ENSG00000171174,27781379,27890681,RBKS
ENSG00000115956,68365282,68397453,PLEK
ENSG00000114999,112482156,112541739,TTL
ENSG00000152518,43222402,43226606,ZFP36L2
ENSG00000187699,189879609,190203484,C2orf88
ENSG00000138379,190055697,190062729,MSTN
ENSG00000198130,190189735,190344193,HIBCH
ENSG00000014641,63588609,63607197,MDH1
ENSG00000079156,178194481,178402893,OSBPL6
ENSG00000173567,26308173,26346817,ADGRF3
ENSG00000138018,26308547,26395891,SELENOI
ENSG00000153208,111898479,112029561,MERTK
ENSG00000057935,42494569,42756947,MTA3
ENSG00000119013,201071433,201085750,NDUFB3
ENSG00000115942,200908977,200963680,ORC2
ENSG00000144410,206939554,206969474,CPO
ENSG00000196151,159235793,159286799,WDSUB1
ENSG00000172554,950849,1367613,SNTG2
ENSG00000162951,80288351,80304752,LRRTM1
ENSG00000066032,79185231,80648861,CTNNA2
ENSG00000153214,112055269,112119318,TMEM87B
ENSG00000172016,79157003,79159753,REG3A
ENSG00000138385,169791933,169812064,SSB
ENSG00000138382,169810081,169824931,METTL5
ENSG00000135926,218274197,218292586,TMBIM1
ENSG00000119866,60450520,60555154,BCL11A
ENSG00000118263,207074137,207167267,KLF7
ENSG00000144401,207580631,207625928,METTL21A
ENSG00000144026,95145000,95165413,ZNF514
ENSG00000144029,95085369,95149434,MRPS5
ENSG00000118260,207529737,207605988,CREB1
ENSG00000158428,218356857,218368099,CATIP
ENSG00000144152,112138385,112188218,FBLN7
ENSG00000127838,218270392,218346793,PNKD
ENSG00000136720,128236716,128318868,HS6ST1
ENSG00000177994,54330034,54383742,C2orf73
ENSG00000163161,127257290,127294176,ERCC3
ENSG00000155636,178112424,178139011,RBM45
ENSG00000197223,68041130,68110948,C1D
ENSG00000178562,203706475,203738912,CD28
ENSG00000144161,112211529,112255136,ZC3H8
ENSG00000163053,230034982,230068993,SLC16A14
ENSG00000003137,72129238,72148038,CYP26B1
ENSG00000188177,112275597,112340063,ZC3H6
ENSG00000275111,95165432,95184317,ZNF2
ENSG00000168702,140231423,142131701,LRP1B
ENSG00000162881,42762481,42764261,OXER1
ENSG00000114923,219627394,219641980,SLC4A3
ENSG00000115507,63050057,63057836,OTX1
ENSG00000143951,63119559,63827843,WDPCP
ENSG00000222014,129979664,129982738,RAB6C
ENSG00000233757,95207535,95259774,AC092835.1
ENSG00000155368,119366921,119372560,DBI
ENSG00000155744,200973718,201071671,FAM126B
ENSG00000172005,95025677,95053992,MAL
ENSG00000115183,158968640,159232659,TANC1
ENSG00000115705,1374066,1543711,TPO
ENSG00000136731,128091200,128195677,UGGT1
ENSG00000138080,27078567,27086408,EMILIN1
ENSG00000153832,229922302,230013119,FBXO36
ENSG00000218819,21123917,21143272,TDRD15
ENSG00000144227,138669157,138780390,NXPH2
ENSG00000187123,149329985,149474138,LYPD6
ENSG00000115904,38981396,39124345,SOS1
ENSG00000197872,16549459,16666331,FAM49A
ENSG00000115085,97713560,97739862,ZAP70
ENSG00000176601,134964485,135047468,MAP3K19
ENSG00000115271,162318840,162371595,GCA
ENSG00000184611,162371407,162838730,KCNH7
ENSG00000144278,153871922,154453979,GALNT13
ENSG00000198885,96325331,96330517,ITPRIPL1
ENSG00000075568,97756333,97995948,TMEM131
ENSG00000154518,175176258,175184607,ATP5MC3
ENSG00000115457,216632828,216664436,IGFBP2
ENSG00000115234,27370496,27377535,SNX17
ENSG00000168288,149569637,149587778,MMADHC
ENSG00000162972,199955317,200008540,MAIP1
ENSG00000162971,199928913,199955736,TYW5
ENSG00000163795,27377235,27380790,ZNF513
ENSG00000162989,154697855,154858354,KCNJ3
ENSG00000184731,38814,46870,FAM110C
ENSG00000157856,26401920,26456711,DRC1
ENSG00000178074,199911293,199955935,C2orf69
ENSG00000168958,227325151,227357836,MFF
ENSG00000115091,113889960,113962596,ACTR3
ENSG00000213639,28751640,28802940,PPP1CB
ENSG00000171103,28849821,28870309,TRMT61B
ENSG00000163806,28782517,28850611,SPDYA
ENSG00000169031,227164565,227314792,COL4A3
ENSG00000214842,17510584,17518439,RAD51AP2
ENSG00000163032,17539126,17657018,VSNL1
ENSG00000138035,55634061,55693863,PNPT1
ENSG00000144426,203014879,203226378,NBEAL1
ENSG00000135912,218710835,218755416,TTLL4
ENSG00000115827,171434217,171485052,DCAF17
ENSG00000172086,88027205,88055783,KRCC1
ENSG00000123600,171317405,171434802,METTL8
ENSG00000163541,84423528,84460045,SUCLG1
ENSG00000152082,130181737,130190729,MZT2B
ENSG00000136699,130151392,130182750,SMPD4
ENSG00000205111,39175646,39229588,CDKL4
ENSG00000134326,6840570,6866635,CMPK2
ENSG00000134321,6865806,6898239,RSAD2
ENSG00000115593,88067825,88113384,SMYD1
ENSG00000179915,49918503,51225575,NRXN1
ENSG00000115241,27381195,27409591,PPM1G
ENSG00000118997,195737703,196068837,DNAH7
ENSG00000115963,150468195,150539011,RND3
ENSG00000144320,175923882,176002839,LNPK
ENSG00000042493,85394753,85418432,CAPG
ENSG00000169764,63840940,63891562,UGP2
ENSG00000151692,6917412,7068286,RNF144A
ENSG00000144366,188291669,188595931,GULP1
ENSG00000118245,216859458,216860064,TNP1
ENSG00000115461,216672105,216695549,IGFBP5
ENSG00000163586,88122982,88128116,FABP1
ENSG00000079150,178463664,178478600,FKBP7
ENSG00000118257,205681990,205798133,NRP2
ENSG00000182263,163593396,163736012,FIGN
ENSG00000153234,156324437,156342348,NR4A2
ENSG00000175497,114442299,115845752,DPP10
ENSG00000174279,176077472,176083913,EVX2
ENSG00000152292,85418931,85437029,SH2D6
ENSG00000116095,178480457,178516463,PLEKHA3
ENSG00000175084,219418377,219426739,DES
ENSG00000178295,17753858,17788946,GEN1
ENSG00000168658,98087116,98313299,VWA3B
ENSG00000115423,84516455,84819589,DNAH6
ENSG00000163029,17663812,17800242,SMC6
ENSG00000115290,164492812,164621848,GRB14
ENSG00000135929,218781749,218815293,CYP27A1
ENSG00000121152,96335766,96377091,NCAPH
ENSG00000115839,135052265,135176394,RAB3GAP1
ENSG00000121988,135136916,135531218,ZRANB3
ENSG00000128714,176092721,176095944,HOXD13
ENSG00000170178,176099730,176101193,HOXD12
ENSG00000011566,39249266,39437301,MAP4K3
ENSG00000184898,151247940,151261863,RBM43
ENSG00000034510,84905656,84906671,TMSB10
ENSG00000186854,84821650,84907008,TRABD2A
ENSG00000128713,176104216,176109754,HOXD11
ENSG00000071967,171522247,171558129,CYBRD1
ENSG00000128710,176108790,176119942,HOXD10
ENSG00000081320,196133583,196176503,STK17B
ENSG00000119004,203238940,203305611,CYP20A1
ENSG00000175879,176129694,176132695,HOXD8
ENSG00000128652,176136612,176173102,HOXD3
ENSG00000163811,28894667,28948219,WDR43
ENSG00000128709,176122719,176124937,HOXD9
ENSG00000152154,39664982,39717963,TMEM178A
ENSG00000128645,176188668,176190907,HOXD1
ENSG00000170166,176151550,176153226,HOXD4
ENSG00000169507,164896186,164955525,SLC38A11
ENSG00000144230,127645864,127652639,GPR17
ENSG00000072163,127638381,127681786,LIMS2
ENSG00000082438,164653624,164843679,COBLL1
ENSG00000174325,188733738,188790104,DIRC1
ENSG00000123609,151270465,151290057,NMI
ENSG00000115216,27427790,27442259,NRBP1
ENSG00000189350,28956611,29061373,TOGARAM2
ENSG00000179270,29060976,29074523,PCARE
ENSG00000153253,165087522,165204067,SCN3A
ENSG00000143727,264140,278283,ACP1
ENSG00000144115,88170295,88186636,THNSL2
ENSG00000144191,98346155,98398601,CNGA3
ENSG00000136531,165194993,165392310,SCN2A
ENSG00000115380,55865967,55924139,EFEMP1
ENSG00000123610,151357592,151380046,TNFAIP6
ENSG00000035115,217730,266398,SH3YL1
ENSG00000176407,84971093,85059472,KCMF1
ENSG00000168542,188974320,189012746,COL3A1
ENSG00000144591,219498867,219506989,GMPPA
ENSG00000135636,71453722,71686768,DYSF
ENSG00000214336,88446787,88452656,FOXI3
ENSG00000172073,88524649,88529585,TEX37
ENSG00000143952,63892146,64019428,VPS54
ENSG00000138101,25377198,25673647,DTNB
ENSG00000152284,85133392,85310387,TCF7L1
ENSG00000072182,219514170,219538772,ASIC4
ENSG00000172071,88556740,88627464,EIF2AK3
ENSG00000286095,219496125,219498287,SPEGNB
ENSG00000286143,219491867,219498244,AC053503.7
ENSG00000072195,219434843,219493629,SPEG
ENSG00000159374,74557883,74648338,M1AP
ENSG00000197329,64092652,64144420,PELI1
ENSG00000115738,8678845,8684461,ID2
ENSG00000152086,130191745,130198439,TUBA3E
ENSG00000128654,176269395,176338025,MTX2
ENSG00000155657,178525989,178830802,TTN
ENSG00000114933,205993721,206086303,INO80D
ENSG00000168906,85539168,85545281,MAT2A
ENSG00000115159,156435290,156613735,GPD2
ENSG00000115486,85544720,85561547,GGCX
ENSG00000152291,85318020,85328296,TGOLN2
ENSG00000079308,217799588,218033982,TNS1
ENSG00000169554,144364364,144521057,ZEB2
ENSG00000115155,26457203,26558698,OTOF
ENSG00000143942,53767804,53775196,CHAC2
ENSG00000115239,53532672,53860160,ASB3
ENSG00000119737,53852913,53859989,GPR75
ENSG00000068912,53787044,53818819,ERLEC1
ENSG00000169679,110637528,110678063,BUB1
ENSG00000032389,3188925,3377882,EIPR1
ENSG00000136710,130337933,130342699,CCDC115
ENSG00000136718,130342225,130347810,IMP4
ENSG00000138411,196189099,196593684,HECW2
ENSG00000115592,218822383,218832086,PRKAG3
ENSG00000040933,98444854,98594390,INPP4A
ENSG00000119862,64453969,64461381,LGALSL
ENSG00000055813,56183990,56386172,CCDC85A
ENSG00000088205,117814691,117832377,DDX18
ENSG00000170144,177212563,177223958,HNRNPA3
ENSG00000135622,74654228,74683853,SEMA4F
ENSG00000119844,64524305,64593005,AFTPH
ENSG00000115596,218859805,218874233,WNT6
ENSG00000171853,3379675,3485094,TRAPPC12
ENSG00000204262,189031898,189225312,COL5A2
ENSG00000151379,17816496,17817101,MSGN1
ENSG00000135925,218880852,218899581,WNT10A
ENSG00000136542,157257705,157318491,GALNT5
ENSG00000168955,227362156,227381995,TM4SF20
ENSG00000284629,227387683,227387949,SCYGR1
ENSG00000170745,17877847,18361616,KCNS3
ENSG00000163492,178829757,179050086,CCDC141
ENSG00000173744,227472152,227561214,AGFG1
ENSG00000171450,218959655,218962162,CDK5R2
ENSG00000163497,218981087,218985657,FEV
ENSG00000179833,64631621,64751005,SERTAD2
ENSG00000185013,18562872,18589572,NT5C1B
ENSG00000042445,85341955,85354531,RETSAT
ENSG00000115295,29097705,29189643,CLIP4
ENSG00000240857,18554723,18560679,RDH14
ENSG00000250741,18555545,18589564,NT5C1B-RDH14
ENSG00000115459,85354394,85391752,ELMOD3
ENSG00000115902,64988477,65023865,SLC1A4
ENSG00000048991,135531455,135725270,R3HDM1
ENSG00000173557,26562585,26579532,C2orf70
ENSG00000157992,27442366,27446481,KRTCAP3
ENSG00000136541,157318625,157327713,ERMN
ENSG00000138002,27444377,27489789,IFT172
ENSG00000157884,26581205,26641366,CIB4
ENSG00000159399,74833981,74893359,HK2
ENSG00000171303,26692690,26733420,KCNK3
ENSG00000143867,19351485,19358623,OSR1
ENSG00000125633,117915478,118014133,CCDC93
ENSG00000183513,98599314,98608515,COA5
ENSG00000136717,127048027,127107288,BIN1
ENSG00000115446,98608579,98618515,UNC50
ENSG00000011523,65056366,65087004,CEP68
ENSG00000138069,65070696,65130331,RAB1A
ENSG00000115163,26764289,26801067,CENPA
ENSG00000162980,151788984,151828492,ARL5A
ENSG00000213699,26764284,26781231,SLC35F6
ENSG00000183891,19896631,19901983,TTC32
ENSG00000182389,151832768,152099475,CACNB4
ENSG00000071073,98619106,98731132,MGAT4A
ENSG00000163121,96497646,96508109,NEURL3
ENSG00000196141,200305881,200482264,SPATS2L
ENSG00000196843,96536743,96552634,ARID5A
ENSG00000136709,127701027,127811187,WDR33
ENSG00000138050,39736060,39779267,THUMPD2
ENSG00000023228,206114817,206159509,NDUFS1
ENSG00000173349,127701508,127705242,SFT2D3
ENSG00000115392,58159243,58241372,FANCL
ENSG00000153574,88691673,88750929,RPIA
ENSG00000115350,74958492,74970128,POLE4
ENSG00000115165,157414619,157488961,CYTIP
ENSG00000118965,19910260,19990131,WDR35
ENSG00000171094,29192774,29921586,ALK
ENSG00000028116,57907629,58159920,VRK2
ENSG00000115368,189441446,189475552,WDR75
ENSG00000144224,135741734,135785056,UBXN4
ENSG00000163499,218990189,218993422,CRYBA2
ENSG00000115353,75046463,75199520,TACR1
ENSG00000181378,219002846,219041527,CFAP65
ENSG00000153093,110732573,111118222,ACOXL
ENSG00000119041,196763035,196799725,GTF3C3
ENSG00000153094,111119378,111168445,BCL2L11
ENSG00000123612,157526767,157628864,ACVR1C
ENSG00000144395,196639554,196763490,CCDC150
ENSG00000153107,111611639,111884690,ANAPC1
ENSG00000115850,135787850,135837184,LCT
ENSG00000132031,19992052,20012668,MATN3
ENSG00000084764,26970612,27027196,MAPRE3
ENSG00000144231,127843553,127858155,POLR2D
ENSG00000283228,151802651,151973949,AC068547.1
ENSG00000157851,26847747,26950351,DPYSL5
ENSG00000125629,118088452,118110997,INSIG2
ENSG00000076003,135839626,135876443,MCM6
ENSG00000188282,218034960,218090581,RUFY4
ENSG00000163064,118842171,118847678,EN1
ENSG00000196872,98793846,98936259,KIAA1211L
ENSG00000284643,227598893,227599255,SCYGR2
ENSG00000042304,227610090,227648606,C2orf83
ENSG00000284631,227616998,227618655,SCYGR4
ENSG00000284704,227614538,227614840,SCYGR3
ENSG00000284667,227666804,227667061,SCYGR5
ENSG00000182551,3497366,3519531,ADI1
ENSG00000183091,151485336,151734487,NEB
ENSG00000019169,118942166,118994660,MARCO
ENSG00000144119,119156243,119158751,C1QL2
ENSG00000138071,65227753,65271253,ACTR2
ENSG00000144233,127861630,127885922,AMMECR1L
ENSG00000116044,177227595,177392697,NFE2L2
ENSG00000134313,8721081,8837630,KIDINS220
ENSG00000180871,218125289,218137251,CXCR2
ENSG00000115107,119223831,119265652,STEAP3
ENSG00000163464,218162845,218166995,CXCR1
ENSG00000135917,227683763,227718028,SLC19A3
ENSG00000170264,61824848,61854143,FAM161A
ENSG00000143970,25733753,25878516,ASXL2
ENSG00000284725,227724440,227724757,SCYGR6
ENSG00000284718,227728335,227728625,SCYGR7
ENSG00000119801,30146941,30160533,YPEL5
ENSG00000284635,227745845,227746681,SCYGR8
ENSG00000186132,119302225,119366834,C2orf76
ENSG00000198369,65310851,65432637,SPRED2
ENSG00000118640,85561562,85582031,VAMP8
ENSG00000163501,219054424,219060921,IHH
ENSG00000168899,85584431,85593406,VAMP5
ENSG00000171865,3541430,3558333,RNASEH1
ENSG00000138443,203328239,203447728,ABI2
ENSG00000286905,3532008,3558333,AC108488.2
ENSG00000115009,227805739,227817564,CCL20
ENSG00000138449,189560579,189583758,SLC40A1
ENSG00000072135,130356045,130375405,PTPN18
ENSG00000068697,20032650,20051628,LAPTM4A
ENSG00000173166,203394345,203535335,RAPH1
ENSG00000213626,30231534,30323730,LBH
ENSG00000115866,135905881,135986100,DARS
ENSG00000115363,75469302,75569722,EVA1A
ENSG00000018510,177392768,177559299,AGPS
ENSG00000115884,20200797,20225433,SDC1
ENSG00000168894,85595725,85597613,RNF181
ENSG00000196659,177548998,177553014,TTC30B
ENSG00000080345,151409883,151508013,RIF1
ENSG00000183023,40097270,40611053,SLC8A1
ENSG00000115170,157736444,157875862,ACVR1
ENSG00000084731,25926598,25982749,KIF3C
ENSG00000280537,219075329,219170827,AC068946.1
ENSG00000187736,219075317,219160865,NHEJ1
ENSG00000213901,219161465,219170095,SLC23A3
ENSG00000197557,177612999,177618742,TTC30A
ENSG00000007001,157876702,158136154,UPP2
ENSG00000286165,189661519,189667881,AC012488.2
ENSG00000138381,189661385,189670831,ASNSD1
ENSG00000286053,189661452,189666437,ASDURF
ENSG00000172954,30447226,30644225,LCLAT1
ENSG00000005436,75652000,75710989,GCFC2
ENSG00000123977,227871054,227924344,DAW1
ENSG00000115364,75646783,75690851,MRPL19
ENSG00000153237,158171081,158456753,CCDC148
ENSG00000153820,227979955,228181687,SPHKAP
ENSG00000084733,26034084,26137454,RAB10
ENSG00000115484,61868085,61888671,CCT4
ENSG00000171863,3575260,3580920,RPS7
ENSG00000187944,196805002,196810276,C2orf66
ENSG00000114942,206159585,206162928,EEF1B2
ENSG00000151687,189674290,189761193,ANKAR
ENSG00000188760,219543663,219550595,TMEM198
ENSG00000123989,219538948,219543809,CHPF
ENSG00000128694,189746660,189763227,OSGEPL1
ENSG00000163466,218217141,218254356,ARPC2
ENSG00000249715,96642737,96704887,FER1L5
ENSG00000136715,127941217,128028120,SAP130
ENSG00000055917,20248691,20352234,PUM2
ENSG00000168883,85602856,85649283,USP39
ENSG00000114982,96593170,96642787,KANSL3
ENSG00000143797,8852690,9003709,MBOAT2
ENSG00000183671,206175316,206218047,GPR1
ENSG00000241962,99141485,99322741,AC079447.1
ENSG00000185674,99242246,99255282,LYG2
ENSG00000189292,279558,288851,ALKAL2
ENSG00000135945,99400475,99490035,REV1
ENSG00000168887,85605254,85612066,C2orf68
ENSG00000168890,85598547,85603196,TMEM150A
ENSG00000162949,30722771,30820542,CAPN13
ENSG00000118004,3594832,3644644,COLEC11
ENSG00000179921,218259496,218263861,GPBAR1
ENSG00000115226,27491883,27495200,FNDC4
ENSG00000173163,61888724,62147247,COMMD1
ENSG00000157833,26173088,26189663,GAREM2
ENSG00000205086,41935368,41956806,C2orf91
ENSG00000144182,99154955,99163157,LIPT1
ENSG00000158411,99161427,99181058,MITD1
ENSG00000128655,177623244,178072777,PDE11A
ENSG00000185414,99181152,99199561,MRPL30
ENSG00000144214,99284238,99304742,LYG1
ENSG00000273045,99141485,99151487,C2orf15
ENSG00000158417,99337371,99401326,EIF5B
ENSG00000162878,42048021,42058517,PKDCC
ENSG00000084734,27496839,27523684,GCKR
ENSG00000124006,219550728,219571859,OBSL1
ENSG00000284741,177628069,178108339,PDE11A
ENSG00000273155,99154998,99195298,AC092587.1
ENSG00000115514,99318982,99340702,TXNDC9
ENSG00000143924,42169353,42332548,EML4
ENSG00000135951,98997261,99154964,TSGA10
ENSG00000153823,228850526,229271285,PID1
ENSG00000221843,27537386,27582721,C2orf16
